,reviewText,overall
223,"First of all I want to say that I love a tube amp distortion. Extensing tubes are exactly how it is meant. I run a Randall G3 Hybrid amp and it destroys any solid condition that I used or heard. For recording I use a peecy 5150 and it's so sweet. Tubes are how guitar was meant to be heard. Because I started playing with a band that requires a dirty tone that I felt that I could only be achieved by a pedal. There is absolutely nothing wrong with the use of distortion pedals, I used the Dod Death-Metal for years when I first started playing. However, there is a disadvantage. Go cheap and you get a piece of mess that sounds rig as an old am radio, if you want something that sounds pro-quality that you will go outside at least $ 250. Quality Dist. Pedals are not a budget-friendly. I chose the MT-2 because I know that boss makes a quality product and it was the pedal that the other guitarist used. It gives a variety of sounds. It can be set for exaggerated light distortion of sound or completely blown high-profit metal showing. The controls make it very tweaker and I have received a lot of very nice sounds. Read the supplied book, search for a few MP3s via videos and view the settings of other guitarists. It will help you taming this pedal in what you want. Perfect pedal for those who don't want to spend much. There are also mods that you can buy and install in the pedal or pre-prepinstalled buying certain dealers that shaping it to even more and make it more useful. I have seen many complaints about the pedal that is like nothing else, but fuzz. I have to say that I can form the sound, spend time it calls in your rig. Within 10 minutes I was satisfied with the MT-2. I used it on my overdrive channel to push it harder and a very thick, heavy distortion with a good answer. I say that the MT-2 is worth an investment if you are looking for a large Distortion sound from a small pedal. Certainly something guitarists should consider adding their plate. ",4
224,"It is a large pedal that I picked up, it can be welcomed at a lower cost in the used market. In fact, I use it with an acoustic electric guitar to get a small distortion and bass guitar for some grains. The 2 EQ pots on the front panel make it very versatile, enough to use with a cigar box guitar. The pedal can preserve the low signal and always be equal to saturated distortion. The other criticisms talk about this pedal here and on other sites and we can see why it is so popular. I also have other boss distortion pedals. Like most people, I have a DS-1 and a MD-2 that are both cheap and efficient. I have a metal heavy 2 hm-2 that addresses more to the sound of traditional metals and I think that this pedal is more versatile IMO with different guitars where you may not want a strictly metallic tone. I also have An older HM-2 Heavy. Metal that will lead circles around the metal area for the classic tones of Thrash and Speed ?€??€?Metal and almost all other heavy distortion pedals that I could never participate in, overall, I like this pedal But it can not top more the oldest legendary pedals. ",4
225,"This is a great pedal that I have used, they can be cheap to the market used. I actually use it with both an acoustic electric guitar to get a little distortion and the bass guitar for some grit. The 2 EQ pots on the front panel make it very versatile, enough to use with a cigar case guitar. The pedal can retain the BAS signal and is still obtained for saturated distortion. The other reviews speak for this pedal, both here and on other sites and one can see why it is so popular. I also have other boss distortion pedals. Like most people, I own a DS-1 and an MD-2 that are both inexpensive and effective. I own an HM-2 heavy metal 2 that is more suitable for traditional metal sound and I actually think this pedal is versatile IMO with various guitars where you may not want a strict metal tone. I also have an older 80's HM-2 heavy metal that will rotate circles around the metal zone for classic thrash and speed steel and almost any other heavy distortion pedal that I can never separate, I generally find this pedal, but it can't be at the top The older legendary bay pedals. ",4
226,"This pedal was the pillar of my effects for a few years. It really has a ton of range, although it's just an effect at a time, so you have to bring you and change the mid-spectacle buttons to get other variations. My most commonly used setting was with the Overdrive distortion mixture at about 2 hours, which produces a very professional grunge type effect. If you want one of these 90 sound sounds, excluding heavier metal sounds, this pedal will certainly get you. ",4
227,"This pedal was the mainstay of my effects a few years. It really has a ton range, although it only does one effect at the same time, so you should achieve and the mid-show buttons can change to get the other variations. My most used setting was with the Overdrive-Distortion mix button at about 2 hours, which produces a very professional sounding grunge-type effect. If you want one of those 90's sounds, with the exception of the heavier metal sounds, this pedal will certainly get you. ",4
228,"For money, I have no complaints. The case, the dials and the pedal are all durable. Not true bypass, but no boss pedal is. It does not suck your tone. This pedal is not the end - everything is in overdrive, but with an asymmetrical cut, it fills a niche that the TS pedals do not do it. You lose a low low end when it is engaged, but it works very well for prospects, especially with humbuckers or amps with a kind of ""classic"" distortion encountered with EL84S. As stand alone overdrive, I prefer other pedals. But where this pedal really works for me, it's a boost for other drain jars or an amp already occurred. You get sing, harmonic ducts when it is composed of right. Like any overdrive, you introduce noise when the pedal is engaged and things can become Hissy while you are changing palm if you handle it too far. I am a Dirtbox helicopter and I like to pivot the pedals and try different combinations. Recently, I execute it in either V1 Cool Cat Transparent Trandrive (Timmy Clone - very, very nice) or the Behringer BO-100 (which is a dead ring for the boss's blues driver) and then in A tube amp composed of on the light crunch (Jet City or Palomino combo). As for any overdrive, this thing will not sound very good (IMHO) running in a solid state amp. It's just not what it was destined to do. It was intended to drive saturation preamp tubes but YMMV. Because I am a good market (and because these things are lasting like bricks), I bought it for $ 20, but it's worth the new price requested. ",4
229,"I have no complaints for the money. The case, dials and foot switch are all sustainable. Not really bypass, but none of the boss pedals. It does not suck. This pedal is not the end-all-all-overdrive, but with asymmetrical cut fills a niche that TS pedals do. You lose a little low-end when it is on, but it actually works pretty good for leads, especially with humbuckers or amps with a looser kind of classical distortion was found with EL84s. If I have a stand-alone overdrive prefer other pedals. But where this pedal really works for me, it's like a boost for other dirt boxes or already overly gain. You get singing, harmonic leads when it is selected in the right. Like any overdrive, you introduce noise when the pedal is engaged and may get things while you're palmmuting if you are too far creaks. I am a dirtbox hammer and I turn the pedals and like to try different combinations. Lately I walk it in V1 Cool Cat Transparent Overdrive (Timmy Clone - very, very nice) or the Behringer BO-100 (which is a dead ringer for the boss blues driver) and then in a tube amplifier is called on mild crunch (Jet City Combo or Combo Palomino). As with any overdrive, this thing does not sound very good (IMHO) in a solid state amplifier. That's just not what it was meant to do. It was meant to drive in saturation prexp tubes too, but YMMV. Because I'm a cheap (and because these things are durable as brick) I bought it for $ 20, but it is the new asking price worth it. ",4
230,"It's yellow, his metal, his boss. If you want your player to have a definition, it's the pedal to get. The best OD I've never owned. Give me want to see if my tone could cut the board in half. ",4
231,"It is yellow, its metal, its boss. If you want your drive noise definition, this is the pedal to get. The best od I have ever had. Means that I want to see if my tone can be cut in half. ",4
232,"I bought this pedal used and used it with a Fender tube amp and a solid Marshall state using clean channels. I can get a variety of tones from different guitars and start it over a first overdrive or add to a collection. keeping the end of the amps. I can have decent tones of a cable and pSUL by keeping the level and tone buttons less than 12 hours and adjusting the reader to taste. The OD sounds well through the fender tubes clean and I also tried it with a bass guitar. With a certain tone adjustment and the drive knob, the bass has a tone that has occurred with a good workout. The following other reviews prove that this pedal is a typical and emblematic boss of quality quality. I find the boss pedals for their purpose and I mainly changed the ones I have possessed after a while, but I can keep this one as is and use it as a boost. These pedals last forever and I paid only $ 20 for mine. ",4
233,"I bought this pedal used and used it with both a Fender Tube Amp and a Marshall Solid status using clean channels. I can get a variety of tones with different guitars and recommend it as a first overdrive or to add to a collection. In addition, I have several overdrive pedals, this is good to give a number of basic overdrive shades. I can get decent tones from a telecaster and les Psul by keeping the level and the tone buttons under 12 hours and adjust the drive to taste. The od sounds great by Fender clean tubes and I also tried it with a bass guitar. With some adjustment of the sound and drive knob, the bass has an overhead show with a good disk. The other reviews here prove this pedal is typical and iconic boss in building quality. I think the Baa pedals are good for their goal and have the people I have had over time, but I can be this as it is and use it as a boost. These pedals last beforeever and I only paid $ 20 for mine. ",4
234,"As indicated in the title, this adapter is what you need if you use your Danelectro a lot and go too much batteries. You can now plug it into the wall! As announced, it maintains the electric current current and has worked a fine for about the year, I have owned it. The reason I took off a star is because the thread is really thin and does not seem too long lasting, so because of that, I am very careful so that it is not broken. You could be able to find an off-branded adapter for cheaper, but this one is made for the birth of birth so that you can not ruin it. ",4
235,"As mentioned in the title, this adapter is what you need if you use your Danelectro a lot and continue with too many batteries. You can now connect it to the wall! As advertised, the electric skinigum keeps a minimum and functioned properly for the year or so I have it. The reason I decreased one star is because the thread is really thin and does not seem too sustainable, so I have been very careful, so it doesn't break. Maybe you can find an off-brand adapter for cheaper, but this is made for the Honeyon so that you don't risk it. ",4
236,"My experience with Crybaby is that it has an excellent tone. More dominant than the Vox or the Wahs cleaner. But I know several people who have had problems with the switch and I watched countless other tests on their crybaby in futile attempts to engage or disengage the pedal. I use a BBE and Vox from this frustration with my 1st wah. But I'm not sure to give up his tone in exchange for the avoidance of headache! I think a little bit I am. The Vox and BBE seem to have a brighter sound that is less ""wah-ed"" if you want. This could be accentuated by me playing a strat instead of the combination The Paul Custom / Boogie I used with Crybaby. ",4
237,"My experience with Crybaby is that it has a great tone. More excessive than the VOX or Cleaner Wahs. But I know several people who have had problems with the switch, and I have viewed countless others who stamping their crybaby in useless attempts to involve or turn off the pedal. I actually use a BBE and VOX since this frustration with my 1st wah. But I'm not sure if I give up the tone in exchange for the avoidance of the headache! I think I'm. The Vox and Bbe seem to have a brighter sound that is less ""wah-ed"" if you want. It can be accentuated by me playing a strat instead of the combination of Les Paul Custom / Boogie that I used with the Crybaby. ",4
238,"My baby Cry is about 20 years old and is the oldest pedal of my board. I spilled it for a real workaround and replaced the potentiometer to give the Wah range a wider range, but it really does not sound. This pedal covers the white room & # 34; by the cream tone perfectly. I gave it 4 stars because it was not free. The pot detached and the switch was to be replaced but given that he survived several hundred concerts in smoking dives, I should probably give him. ",4
239,"My crying baby is around 20 years old and is the oldest pedal on my plate. I have recovered for true bypass and replace the potentiometer to give the wah a wider range, but it really doesn't sound better. This pedal covered the & # 34; White room & # 34; At cream tone perfect. I gave it 4 stars because it has not been maintenance-free. The pot came loose and the switch had to be replaced but given that it has survived a few hundred performances in smoky dives, I should probably give it 5. ",4
240,"It's a good pedal, but it just does not have the sound that I was looking for. It's great for playing funk music, but for American metal heads, the Wah is too weak. For metal artists, I would recommend looking elsewhere. I will seek to get a demon of Ibanez crying, or a Morley, or anything Behringer comes out of the barn with these days. ",4
241,"It is a good pedal, but it just doesn't have the sound that I was looking for. It is great for playing funk music, but for our metal heads, the wah is just too weak. For metal artists I would recommend looking somewhere else. I'm going to look at an Ibanez-crying demon, or a Morley, or whatever it is, you have to go to the barn with these days. ",4
242,"I had my Wah pedal for several years now. What I can say is that it put a lot of use, no problem with the pedal itself, mechanically. However, cheap rubber feet have been the first victims of might have a reduction in some shorter short cuts on product production. That is to say, the rubber feet started withdrawing in no time. If you mount it on a pedal card, you will probably delete these feet and it will not be a problem. In addition, the power supply supplied with a stellar power supply of the pedal. If you are like me and place it in a pedal card where a unified power source is logical and must use a different power cable, at least on my device, the jack does not correctly match a serious short short. These shorts can make a deaf crowd in no flat time. What I learned is that when using a different power supply to be sure that the power output pushes all the way, Aurawaise, ZAP. Other than these two questions, the power problem really does not have a Dunlop fault. If you use the supplied power cable, it is a large pedal. A classic that will surely live. ",4
243,"I have had my wah pedal for a number of years. What I can say is that it has been drawn up with a lot of use, no problem with the pedal itself, mechanical. However, the cheap rubber feet were the first victims of perhaps a few cheaper short cuts on producing the product. That is, the rubber feet started out in no time. If you mount it on a pedal board, you will probably delete those feet and this will be no problem. The power supply that is associated with it also does a stellar task to tackle the pedal. If you are myself and place it in a pedal board where a uniform power source is logical and to use a different power cable, at least on my unit, the connection does not fit properly to a number of serious shorts. Those short pants can deaf a crowd in no time. What I have learned is that when using a different diet to ensure that the Power Jack is completely in, other Waise, Zap. Other than those two problems, the power problem is really no debt from Dunlop if you use the supplied power cable, it has been a great pedal. A classic that will certainly live. ",4
244,Is what designed to make easy to use seems solid should serve me for years to come ... was not too expensive for such good quality ,4
245,Is what is designed to use easy to use it for years to get good for years to come ... was not too expensive for such good quality ,4
246,"I only played Ukulele for about 3 years, so I'm new to use a Capo. It seems to be tight. ",4
247,"I only played around 3 years of ukulele, so I am new to use a capo. It seems to stick. ",4
248,"Costs about 2 times as much as some cheap Capos, and this is worth every penny. This has a strong clip, but does not damage my concert or my Ukulele Coverage. He has won; t Budge once you have clipped it, and it's a low profile. Made of metal, it should last a life. I took off a star only for one thing: the clip part of the hand that sometimes hinders the way to manifest itself because it stands next to the neck as possible. Some other Capos, like this OneJim Dunlop 7828 Russell Banjo / Uke Capodoes who do not have anything you can hit your hand at the unfortunate. Sometimes I try the Kyser on the other side, far from me, the player. But, he always seems to hit my hand on agreements, just different. That said, I can work around him and it's a capo throughout the life of fantastic construction and prevents these chains from buzzing at all on all my ukes. If anyone had to have big hands, as I do not, this interference can be even more a question to consider. Happy scribed. Mahalo. ",4
249,"Cost about 2x as much as a few cheap capos, and it is worth every penny. This has a strong clip, but does not damage my concert or tenor ukulele neck. It won; t Budge as soon as you clips it, and it's a low profile. Made from metal, it should take a lifelong. I left only one star for one thing: the hand clip part of this sometimes stops in the way of freting because it protrudes a very way of the neck. Some other capos, such as this Onejim Dunlop 7828 Russell Banjo / Uke Capodoes, have nothing that you can hit your hand at the fretting. Sometimes I try the kyser on the other side, away from me, the player. But it still seems to hit my hand on some chords, just different. That said, I can work around it, and it is a lifelong capo of Fantastic Build and keeps those strings completely buzzing on all my Belgium. If someone was big hands, as I don't do that, this interference can be even more a problem to consider. CY ya. Happy strumming. Mahalo. ",4
250,It's a good Capo Banjo. Inexpensive and it works well without tightening the chains off. End of the story ,4
251,It is a good banjo capo. Cheap and it works well without pinching the strings from the tune. End of story ,4
252,"In particular, I am in favor of double design. Why? If the need arises, it is possible to use a regular strap that does not have installed buttons locks. I have two blacks on a 7 ropes Ibanez RG7321 and Laguna Le200qbc guitars. I have spare straps for guitars, and sometimes lock these spare parts with the Dunlops.I plastic discs. I have older bass guitars with similar Dunlop Solids locks (the standard version), two of which had been Installed in the mid-1990s and one of 2003 with DD DD. All three held without problem. I did not need to tighten the screws on these guitars for about two years. Once again, I do not do the tour around the world like the metal stalwarts called ... Metallica. ;) ",4
253,"In particular, I ordered the double design. Why? If the need occurs, it is possible to use a normal belt that does not have the knob locks installed. I have two black on a 7 string Ibanez RG7321 and Laguna LE200QBC guitars. I have reserve for both guitars, and sometimes I lock those spare parts with the plastic Dunlop discs. I have a number of older bass guitars with comparable Dunlop locks (the standard version), two of which were installed in the mid-1990s, and one from 2003 with the Gold DD. All three have no problems stopped. I did not have to run the screws into those guitars until about two years ago. Again, I don't tour around the world as the metal stathers known as ... Metallica. ;) ",4
254,"So I bought these because of being Dunlop, I trust the brand. I do not even have the spirit they have come out big and bulky. The only problem I have, to scare the piss of me. This is not a situation ""tighten a washer and nut"" with what I live normally seen on the strap locks. These have pickets that inserts. It's so difficult for me to trust these, I always have a strong hand firmly on the guitar, even if you simply adjust the amp, I squeeze my guitar. I have scared so much that the little metal bullets things will simply slip, peg fall and ruin a guitar of $ 500. I still have a problem with this system and I never hope that I do it. But if it happens, there will be an update on this subject. Good product so far, I would not recommend it. There is too much shit in the world to worry about strap locks should not be one of those things. ",4
255,"So I bought this because I am Dunlop, I trust the brand. I don't even mind that they are sorta large and bulky. The only problem I have is, they scared the piss. It is not ""rotation and notes"" situation with what I have normally seen on belt locks. These have pins that insert. It is so difficult for me to trust it, I have always closed 1 hand firmly on guitar, even if I simply comply with the strengthening of my guitar. So afraid that the small metal balls will just slip things, fall Peg and ruin a $ 500 guitar. I still have a problem with this system, and I never hope I do that. But when it happens, there will be an update. Good product so far, it just would not recommend it. There is too much nonsense in the world to worry about, belt locks should not be one of those things. ",4
256,"The screws are too long for my very thin Gibson SG Classic. I do not find any shorter screws that fall into the pin so that the Straplock works either - the heads are too big. I think I used them on my Gibson the Paul, years ago, and they worked perfectly. Not on my newest SG however - at least with the new screws, it comes with.fender start seems to take the system well - only time will say it. ",4
257,"The screws are too long for my very thin bodied Gibson SG classic. I cannot find shorter screws that fall into the pin, so that the straplock also works --- The heads are all too large. I believe I used this on my Gibson Les Paul, and they worked perfectly. Not on my newer SG - at least with the new screws that it is delivered. The start seems to take the system well - some time it will tell. ",4
258,"Yes, if you are ready to exchange strap locks with originals, this job well ... I had a problem drilling new holes in my guitars ... but it's explained what size of use to Use if a big problem ... I tried not to exercise most of my guitars, some adjust without drilling some. ",4
259,"Yes, if you are willing to exchange belt locks with originals with originals, work well ... I have had a problem with drilling new holes in my guitars ... but it explained which format bit to use, so was not a big problem. Tried not to drill on most of my guitars some fit without drilling some didn't do it ... good opportunity ... good price well made .. ",4
260,"I tried this model a few years ago and I never had a problem with them (once I installed it), but I returned to the Schalers I had on my other instruments. I thought (and it was mentioned by others) that it makes the stick strap too far from the instrument, which I thought I watched Goofy. Nor do I care about the release of push button and to ensure that the locking part at the end of my thick strap was a challenge; These have a clamp C, not a nut, there is no compensation for a different thickness. I also felt safer with the Schalers, who hang on the end of the guitar strap button and that I do not depend on a loaded spring button to keep the pieces together. As I said, I had no problem with them, so if they looked like what they would work for you, great. As with all locks / replacement strap buttons, you must make sure that the screws are secured in the buttons holes before starting to skip drum columns, abandoned by the aircraft or what do you have? ",4
261,"I tried this model a few years ago, and I have never had a problem with them (once I have it installed), but I went back to the schallers I had on my other instruments. I thought (and this is mentioned by others) that it lit the belt too far from the instrument, which I thought I looked Goofy. I have not specifically provided the release of the push button and the locking part at the end of my fat belt gets a challenge; These have a C-clamp, no nut, so there is no benefit for different thickness. I also felt safer with the schallers who hook at the end of the guitar strap button and did not depend on a spring-loaded button to keep the parts together. As I said, I had no real problems with them, so if they look like they would work for you, great. As with all replacement belt locks / buttons, ensure that the screws are safe in the button holes before you start to jump drumrisers, deposited from the plane, or what do you have. ",4
262,"After receiving TheDunlop Dual Design Straplok Systemready installed on My Gibson Standard Electric (7.36 lb), and I liked them, I decided to try to install them on my studio Gibson Studio Electric (7.23 lb ) No problem. Just follow the instructions exactly and they will work perfectly. I had no problem to install them or use them from the installation. Money well spent Makinging My string instrument does not fall accidentally on the ground. In addition to safety, I also like being ableto exchange my straps on my guitars. It's good convenience. If you are so inclined, you can use the SameTrap for all your guitars. If you are not sure how to work if it will work on your brand of the brand look for an online forum and look for an answer to the answer or the answer or the answer. Attach your questions. You have a piece of wood lived there and I want to take care of it properly. What I do not care, but I feel good because they work so well they seem to be. They are not in the way when you use it but seemed almost too far. That's why I chose Black for MySecond Set. Helps keep the product profile on a bit. Other than that, the product works astamped ... Note: As of June 2014, I installed two other sets and all always work as planned. Do not forget to check and make sure your hardware is secure. After repeated use, the screws can come off and there are problems if this happens. Do not use any glue in case you need to exchange the Straploks of the road. ",4
263,"After receiving Thedunlop Dual Design Straprok Systemalready installed on my Gibson Standard Electric (7.36 lbs.), And they like to find them, I decided to install them on my Gibson Studio Electric (7.23 lbs.). No problem. Just follow the instructions and they will work perfectly. I had no problem to install them if they have not been using them since the installation. Money well spent taking my string instrument accidentally does not fall on the ground. In addition to safety, I also love Abeto to exchange my belts on my guitars. It is a nice convenience. If you are so inclined, you can use the Samestrap for all your guitars. If you are unsure or they work on your Guitar brand, find an online forum and find this forum for the answer or ask your questions. You have a good piece of wood and will want to worry. What does not shave me, but feel good with because they work so well, how big they seem to be. They do not get in the way when they are used, but almost no place looks. That's why I chose black for mysecond set. Helps keep the profile of the product a bit. Unlike that, the product works as advertised .... Note: From June 2014 I installed two other sets and they still work as expected. Remember to check and make sure your hardware is safe. After repeated use, the screws can come loose and they are problems if this happens. Do not use glue in the event that you want to exchange the straps in the theefuture. ",4
264,"What's great on Dunlop's design: they work! The only thing you need to do is make sure that you have committed them properly when you attach your strap to your guitar, that is, you make sure you have established a solid connection and then go and slept your background without worrying. Defeat the bearings that allow the strap to move freely / turn on the pole, which is exactly what you want. Schaller (see below) have a major fault in their family experience. We never run something other than this conception in the future. What does not work with the Schaller design: our family of 2 guitarists and 1 bassist uses unworthy style locks for a moment now. Each of us had continual problems with the locks unscrewing periodically from the guitar body. I had a kick for a concert and damage a brand new American birthday p-bass ... not good. My son had an exit on him in the middle of a jitter last weekend. The problem with the design is a ton of friction between the upper and lower pieces of the lock which causes the tongue that is screwed into the body unscrewing itself. We have tried to apply a bar, Petro Jelly soap and a dry lubricant based on spray-based spray ... None of which has prevented the ultimate forces that cause this phenomenon. We have tried to operate athletes but simply could not. Maybe we are all too active on stage, but we can not tolerate the property damage or the performance distractions that caused us. ",4
265,"What is great about the Dunlop design: they work! The only thing you have to do is ensured that you have enabled them well when you attach your belt to your guitar, ie Make sure you have established a solid connection and go through and gig your back without worrying. The design adds to bearings with which the belt can move freely / rotate by post, which is exactly what you want. The schaller (see below) have a big mistake in them of my family's experience. We will never run anything else than this design that goes forward. What does not work with the Schaller design: our family of 2 guitarists and 1 bass player have been using replacement locks for a while. Each of us has had constant problems with the locks that periodically unscrew the guitar body. I had one back during a performance and damage to a brand new 60th birthday American P-bass ... not good. My son had in the middle of a performance last weekend. The problem with the design is that there is a lot of friction between the top and lower pieces of the lock, resulting in the tab that is screwed into the body, unscrew itself. We tried to apply Barzeep, Petro Jelly and a spray based on dry lubricant .... no from which the ultimate forces cause this phenomenon. We tried to make the valers work, but just couldn't. Perhaps we are all too active on stage, but we can tolerate the equipment damage or the performance explosions, nor the performance distribution that caused it. ",4
266,"Straplocks has been around for a long time, but you can now use the instrument with a regular strap too, this double design sold me on itself. A bit difficult to get the locking mechanism installed on the strap, has always taken about ten minutes. The additional security of knowing that your $ 1200 bass will not hit the ground makes it very well the low cost of this article. ",4
267,"Strapslocks have been nearby for a long time, but now you can also use the instrument with a normal belt, this double design has sold me on it ..y to install on the guitar. A bit difficult to have the final mechanism installed on the belt, lasted only about ten minutes to do. The added security of knowing your $ 1200 bass will not get to the ground, making it worth the small costs of this item. ",4
268,I use them on my bass and they do the job enough .. They are easy to install on the bass and strap. ,4
269,I use this on my basses and they do the work pretty well. They are easy to install on the bass and the belt. ,4
270,"I like these straplocks, but they were a little tight to go on the sampling strap. I managed to get it. However, I found it was easier to buy a strap for each guitar. ",4
271,"I love this straplocks, but they were a bit tight to get a charge on the belt. I had succeeded in picking it up. However, I thought it was easier to buy a belt for every guitar. ",4
272,"The Dunlop Dual Design StraPLock system is a robust alternative, quite easy to assemble and easy to install guitar straps slipping instruments. The screws used to attach the straplok to the guitar are a heavy and pretty gauge - there is little chance that these happen. The locking mechanism seems to be safe and should need little maintenance. The only disadvantage of the Dunlop system to the Schaller system is that the Dunlopt sticks in a measurable manner further from the body of the guitar. Usually it seems that this is only the minor disadvantages. On an instrument such as a hofner ""violin"", however, or a guitar with a strap button at the back of the instrument, it makes it difficult to maintain the body of the instrument against your body. The locks of the Schaller strap might seem a little more elegant to some players. The Dunlop Straplok system is strong, should provide a long service life and can be found at a better price than many of its competitors. Recommended for most guitar body styles ",4
273,"The Dunlop Dual Design Strapslock system is a sturdy, fairly easy to assemble and easy to install alternative to glide away from instruments. The screws used to attach the Streaplook to the guitar are heavy gauge and quite large - there is little chance that it goes out. The locking mechanism seems that it is safe and needs little maintenance. The only drawback of the DUNLOP system to the system of schaller is that the Dunlop protrudes measurably further from the body of the guitar. Usually it seems as if this should only be most minor discomfort. On an instrument such as a court ""violin"" bass, or a guitar with a belt knob on the back of the instrument, this makes it difficult to keep the body of the instrument against your body for support. The locks of schaller can look a little more elegant from some players. The Dunlop-Straplok system is firm, would have to offer a long service life of service and find it at a better price than several of its competitors. Recommended for most guitar bodies ",4
274,"I know it's a great product. I have already had a tray. I have to overthrow a star because a party has been lost when shipping that makes the product useless. The product is delivered in a clam hull package. For me, it has been shipped with heavier stuff that have affected the package and let it open. There are two restraint clips that slipped and since the main shipping box was not completely recorded at a sliding completely out of the box and is probably on the floor of some warehouse or truck somewhere. I found the rest of the small pieces in the box and the largest parts still in the packing of the clam shell, but without the restraint system, the system is useless. The product is too inexpensive to worry with a return. If I find a retaining clip that will work (I get one to compare with) so I can use it. It's said, I'll repeat, the Straplok system is a great product. I know, I have another set for more than twenty years! ",4
275,"I know this is a great product. I have had a set rather. I have to turn off a star because a part was lost during the shipment that makes the product useless. The product is supplied in a Clamshell package. For me it is sent with a number of heavier things that have affected the package and let it open. There are two locks clips that slipped out and since the main referred box is not completely taped, one completely slipped out of the box and is probably somewhere on the floor of some warehouse or truck. I found the rest of the small parts in the box and the larger parts still in the clamshell package, but without the one clamp the system is useless. The product is too cheap to press with a return. If I find a conservation clip that will work (I have one to compare with), then I can use it. That said, I'll say it again, the Straprok System is a great product. I know, I have had a different set for more than twenty years! ",4
276,"A small story to support the integrity of these locks. I installed them on a sink in Korean WG-587V. Incredible guitar after squeaking. I made a guitar trick in a show and the guitar went stolen. The lock of the strap was always on the strap and locked in the support. The screw had torn from the guitar horn! The screw through about half an inch of solid wood (and I move all my screws) before the lock of the strap breasted. Incredible.nice, hardware difficult. The only complaint I have is that you have to use screws with small heads if you choose not to use the supplied stock screws. Easy to install, just unscrew your strap holder and screw the locking bracket. Attach the lock to your strap and your BAM quick release system. I would suggest getting a sturdy and thick leather strap with a beautiful reinforced eye to install the quick release button in, unsightly slightly will possibly start ripping. In addition, the button can be a light pain to get some straps.I are now spent on Dimarzio clip lock straps instead of leather straps with Dunlop locks for many reasons and I'm very happy, but this Product is Grade A! I always felt 100% secure with these spackers. Our bass player uses dear bass (and heavy) to Fender and he likes these strap locks. ",4
277,"A small story to withdraw the integrity of this lock. I installed them on a Korean Washburn WG-587V. Incredible guitar after adjusting. I did a guitar spider at a show and the guitar went flying. The belt lock was still on the belt and locked in the holder. The screw had torn from the handset of the guitar! The screw torn by about a half inch from solid wood (and I put into epoxy all my screws) before the belt lock broke. Vexing.nice, tough hardware. The only complaint I have is that you have to use screws with small heads if you choose not to use the stock screws provided. Easy to install, just turn the storage belt holder and screw the lock holder. Attach the lock to your belt and BAM Quick Release system. Fast to take in and out your guitar. I would like to recommend a difficult, thick leather belt with a nicely reinforced eye to install the fast release button, cheap lightweight belts will eventually start tearing. The button can also be a slight pain to come up with certain straps. I now switched to Dimarzio Clip Lock straps instead of the leather straps with Dunlop locks to many reasons and I am very happy, but this product is grade a! I always felt 100% safe with this straplocks. Our bass player uses an expensive (and heavy) fender breeds and he loves these belt locks. ",4
278,"I use these fins bracers over the last year: Fender 099 0818 300 F Straplock Chromethe problem with these is that they use screws to fix this part on the strap itself and the screw will relax slowly And you get a disaster yourself slowly. I decided to try them because they use a ""double"" system: you can use the lock on your strap or simply use your ""regular"" strap without the locking mechanism. I only use them for a week, but so far, I like them much better than Fender. I think I will replace all the straplings of the wing with them. I agree with others that the screws are of lower quality and the heads of the screw camouflage if you are not careful. When I set up these bracelet nuts, I saw in a half-turn at a time and applied a lot of pressure so that the head does not undress. If you can review the installation, you have a very good locking strap. ",4
279,"I use this Fender Straplocks in the past year: Fender 099 0818 300 F Straplock Chromethe problem with that is that they use screws to protect that part that is on the belt itself, and the screw will go back slowly yourself a disaster. I decided to try it because they use a ""dual"" system: you can use the lock on your belt or just use your ""regular"" belt without the locking mechanism. I only used this one week, but so far I find them much better than Fender's. I think I will replace all the Fender-Straplocks with this. I agree with the others about the fact that the screws are lower quality, and the screw heads will strip if you are not careful. When I installed this belt nuts, I screw in half a stroke at the same time and asked much pressure so that the head will not strip. If you can come across the installation, you have a fairly good locking belt. ",4
280,These are good if you have some guitars and you have a favorite strap. Buy a lot of additional buttons I got Allparts. seems really robust and well done. ,4
281,These are good if you have a few guitars and have a favorite belt. Buy many extra buttons I have all-parts. Seems really sturdy and made well. ,4
282,"I replaced the Schaller Strap locks on my strat with them. The Schaller mobilizes on the binding material to the point where I had to escape them a few times a month or I would end up with an audible crunch. Let's go down, I like Dunlop Plus. They are installed in minutes and the guitar feels very secure. No problem. I just ordered my third set a few minutes ago. I am a total convert - every new guitar that I receive will get a set of these. ",4
283,"I have locked the schaller belt on my strat with this. The schaller site on the connecting hardware at the point where I had to see them a few times a month, or I would end with an audible cracking. Hand-down I love the Dunlop more. They installed in just a few minutes and the guitar feels very safe. No problems. I just ordered my third set a few minutes ago. I am a total convert - every new guitar that I get gets a set of this. ",4
284,"Dunlop is not the best strap locking system because it is a pain to switch the way the lock points and people complain that the button is easy to get everything while playing. I can see the merits of the screw on the locks, what ease of switching of locks, but it works well for me. ",4
285,"Dunlop is not the best belt slot system because it is a pain to switch how the slot indicates and people complain that the button is easy to resolve while playing. I can see the merits of the screw lock, which with the ease of switching the locks, but these works great for me. ",4
